Unnamed: 0,date,site,SNOD,ant1d_SNOD,delta,day,pai_mean,pai_sd,rumple,height_max,height_mean,height_95pct,canopy_relief_ratio,entropy,pct_conifer,ndvi_total_mean,ndvi_con_mean,vertical_gap_fraction,Elevation,X,mean_temp,max_temp,min_temp,total_solar,pressure,rel_humidity,precip,avg_wind_speed,max_wind_speed,ant3d_precip
126,2022-12-09,RB05,7.2571,7.7571,-0.5,343,1.57874278062542,0.79525208564209,1.22815568238425,18.1452421652422,11.0018151030107,17.4118817663818,0.570986002283821,0.566749147079837,0.771420674405749,0.338820410112559,0.382001158193745,0.0,505.38,7052,-4.7474960003421,-2.55999596774581,-7.15999603629115,2217.00003303587,96757.9166666667,76.5143870300579,0.0,2.57036707248445,5.50272667887606,33.4000004976988
132,2022-12-10,RB05,10.7571,7.2571,3.5,344,1.57874278062542,0.79525208564209,1.22815568238425,18.1452421652422,11.0018151030107,17.4118817663818,0.570986002283821,0.566749147079837,0.771420674405749,0.338820410112559,0.382001158193745,0.0,505.38,7053,-8.86416272835188,-4.25999599307778,-12.5599961167574,2242.20003341138,97091.6666666667,74.5062527598693,0.0,1.47365502765714,4.42040728692927,27.9000004157424
139,2022-12-11,RB05,10.5071,10.7571,-0.25,345,1.57874278062542,0.79525208564209,1.22815568238425,18.1452421652422,11.0018151030107,17.4118817663818,0.570986002283821,0.566749147079837,0.771420674405749,0.338820410112559,0.382001158193745,0.0,505.38,7054,-7.27249603796753,-6.15999602138999,-8.75999606013301,1809.40002696216,96694.5833333333,81.209376584247,2.5000000372529,1.28810121926364,4.02492241947564,1.40000002086163
148,2022-12-12,RB05,11.7571,10.5071,1.25,346,1.57874278062542,0.79525208564209,1.22815568238425,18.1452421652422,11.0018151030107,17.4118817663818,0.570986002283821,0.566749147079837,0.771420674405749,0.338820410112559,0.382001158193745,0.0,505.38,7055,-8.17666271810733,-6.8599960318208,-12.159996110797,2196.30003272742,96251.25,84.0728593822622,1.10000001639128,1.55310191903705,4.95176743504306,2.5000000372529
157,2022-12-13,RB05,2.2571,11.7571,-9.5,347,1.57874278062542,0.79525208564209,1.22815568238425,18.1452421652422,11.0018151030107,17.4118817663818,0.570986002283821,0.566749147079837,0.771420674405749,0.338820410112559,0.382001158193745,0.0,505.38,7056,-8.16832938464982,-4.95999600350859,-12.3599961137772,2121.20003160834,96346.25,78.2627283357984,0.0,6.78304017459443,9.82293249878193,3.60000005364418
167,2022-12-14,RB05,12.7571,2.2571,10.5,348,1.57874278062542,0.79525208564209,1.22815568238425,18.1452421652422,11.0018151030107,17.4118817663818,0.570986002283821,0.566749147079837,0.771420674405749,0.338820410112559,0.382001158193745,0.0,505.38,7057,-9.42666273673378,-5.15999600648883,-13.4599961301685,1020.20001520216,96030.0,88.680041097569,0.800000011920929,6.47130675844546,10.2727797185104,3.60000005364418
177,2022-12-15,RB05,8.7571,12.7571,-4.0,349,1.57874278062542,0.79525208564209,1.22815568238425,18.1452421652422,11.0018151030107,17.4118817663818,0.570986002283821,0.566749147079837,0.771420674405749,0.338820410112559,0.382001158193745,0.0,505.38,7058,-2.65999596923592,1.04000408589837,-5.15999600648883,2069.50003083795,96513.75,95.2987207124498,0.0,4.17467506884563,9.50052644277977,1.90000002831221
187,2022-12-16,RB05,24.7571,8.7571,16.0,350,1.57874278062542,0.79525208564209,1.22815568238425,18.1452421652422,11.0018151030107,17.4118817663818,0.570986002283821,0.566749147079837,0.771420674405749,0.338820410112559,0.382001158193745,0.0,505.38,7059,-2.34749596457931,-1.15999594688418,-3.55999598264697,921.20001372695,95619.5833333333,98.5823718305898,8.60000012814999,6.21947084994147,8.37735054128255,0.800000011920929
198,2022-12-17,RB05,29.7571,24.7571,5.0,351,1.57874278062542,0.79525208564209,1.22815568238425,18.1452421652422,11.0018151030107,17.4118817663818,0.570986002283821,0.566749147079837,0.771420674405749,0.338820410112559,0.382001158193745,0.0,505.38,7060,-2.1266626279553,-1.05999594539406,-3.05999597519639,1193.00001777709,94487.0833333333,100.0,11.200000166893,3.39679389120079,7.02637897293767,9.40000014007092
209,2022-12-18,RB05,27.7571,29.7571,-2.0,352,1.57874278062542,0.79525208564209,1.22815568238425,18.1452421652422,11.0018151030107,17.4118817663818,0.570986002283821,0.566749147079837,0.771420674405749,0.338820410112559,0.382001158193745,0.0,505.38,7061,-3.75582931889844,-2.55999596774581,-5.15999600648883,971.200014472008,94843.75,94.1771442864686,0.500000007450581,3.99851406564389,7.06823892415388,19.800000295043
